Unnamed: 0,Name,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Current_Age
1380,Nissan Terrano XV 110 PS,2014,103788,19.01,1461.0,108.5,5.0,11.48,5.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1381,Renault Duster 110PS Diesel RxZ AMT,2016,45000,19.6,1461.0,108.45,5.0,15.05,11.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
1382,Maruti Wagon R LXI Minor,2009,120000,18.9,998.0,67.1,5.0,11.48,1.69,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14
1383,Hyundai Getz 1.5 CRDi GVS,2009,97359,17.1,1493.0,110.0,5.0,11.48,1.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,14
1384,Maruti Ritz LXi,2016,62000,18.5,1197.0,85.8,5.0,11.48,3.2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
1385,Honda City 1.5 GXI,2004,115000,0.0,1631.552572706935,113.80314403717087,5.0,11.48,1.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,19
1386,BMW 5 Series 520d Sport Line,2019,18373,22.48,1995.0,187.74,5.0,11.48,45.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
1387,Volkswagen Polo 1.2 MPI Highline,2016,60453,16.47,1198.0,74.0,5.0,11.48,5.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
1389,Ford Figo Petrol ZXI,2010,69009,15.6,1196.0,70.0,5.0,11.48,2.4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,13
1390,BMW 3 Series 320d Luxury Line,2013,30000,18.88,1995.0,184.0,5.0,11.48,22.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
1391,Hyundai Verna 1.6 SX CRDi (O),2012,70707,22.32,1582.0,126.32,5.0,11.48,4.28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11
1392,Renault Duster 85PS Diesel RxL,2015,64677,20.45,1461.0,83.8,5.0,11.48,5.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1393,Hyundai Grand i10 1.2 Kappa Magna AT,2018,3000,18.9,1197.0,81.86,5.0,7.98,6.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1394,BMW X1 sDrive20d,2013,49000,17.05,1995.0,184.0,5.0,11.48,14.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10
1395,Maruti Ritz VDi,2010,71000,21.1,1248.0,73.9,5.0,11.48,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1396,Hyundai i10 Era 1.1 iTech SE,2010,52000,19.81,1086.0,68.05,5.0,11.48,2.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,13
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,35659,15.97,2993.0,258.0,7.0,11.48,43.78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
1398,Honda City V MT Exclusive,2019,5377,16.8,1497.0,116.3,5.0,11.48,11.45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
1399,Mahindra Ssangyong Rexton RX7,2014,65000,11.18,2696.0,184.0,7.0,11.48,10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,92708,22.7,1498.0,89.84,5.0,11.48,7.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1401,Maruti Alto LXi,2010,48105,19.7,796.0,46.3,5.0,11.48,3.1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13
1402,Volkswagen Polo 1.2 MPI Highline,2011,46759,16.47,1198.0,74.0,5.0,11.48,2.55,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1403,Volkswagen Polo Diesel Comfortline 1.2L,2013,62000,22.07,1199.0,73.9,5.0,11.48,3.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10
1404,Volkswagen Polo Diesel Highline 1.2L,2012,35175,22.07,1199.0,73.9,5.0,11.48,2.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1405,Maruti Ertiga ZDI,2013,70000,20.77,1248.0,88.8,7.0,11.48,5.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10
1406,Ford EcoSport 1.5 TDCi Ambiente,2017,30000,22.77,1498.0,98.59,5.0,11.48,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
1407,Toyota Innova Crysta 2.8 ZX AT,2016,66618,11.36,2755.0,171.5,7.0,24.82,15.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
1408,BMW 5 Series 523i Sedan,2010,69300,10.8,2497.0,150.0,5.0,11.48,12.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13
1409,Maruti Swift Dzire Tour LDI,2017,148000,23.4,1248.0,74.0,5.0,11.48,4.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
1410,Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,22000,18.88,999.0,123.24,5.0,11.48,7.85,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
1411,Hyundai Verna CRDi SX,2013,75000,16.8,1493.0,110.0,5.0,11.48,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1412,Tata Zest Revotron 1.2T XM,2016,43706,17.57,1193.0,88.7,5.0,7.63,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
1413,Audi A7 2011-2015 3.0 TDI Quattro,2011,42000,14.4,2967.0,241.4,5.0,11.48,28.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1414,Tata Indica Vista Quadrajet VX,2012,65000,22.3,1248.0,74.0,5.0,11.48,2.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11
1415,Maruti Swift Dzire VDI,2015,76128,26.59,1248.0,74.0,5.0,11.48,5.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8
1416,Fiat Linea Emotion,2010,39852,16.0,1368.0,90.0,5.0,11.48,1.59,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13
1417,Hyundai i20 1.2 Spotz,2017,18673,18.6,1197.0,81.83,5.0,11.48,6.22,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6
1418,Hyundai EON Era Plus,2016,11583,21.1,814.0,55.2,5.0,11.48,2.75,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
1420,Mercedes-Benz GLA Class 200 CDI SPORT,2017,50000,17.9,2143.0,136.0,5.0,11.48,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
1421,Maruti Celerio VXI,2014,77000,23.1,998.0,67.04,5.0,11.48,2.8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1422,Chevrolet Beat LT,2014,54890,17.8,1199.0,76.8,5.0,11.48,2.45,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9
1423,Honda Jazz 1.2 V AT i VTEC Privilege,2016,21000,19.0,1199.0,88.7,5.0,11.48,6.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
1424,BMW 3 Series 320d Highline,2009,58557,16.07,1995.0,181.0,5.0,11.48,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14
1425,Renault Duster 110PS Diesel RxL,2014,70000,19.01,1461.0,108.45,5.0,11.48,8.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9
1426,Ford Figo 2015-2019 1.5P Titanium AT,2017,16000,17.01,1499.0,110.4,5.0,11.48,5.95,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
1427,Toyota Innova Crysta 2.4 VX MT,2018,8899,13.68,2393.0,147.8,7.0,22.86,19.92,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
1428,Chevrolet Beat Diesel LS,2016,83629,25.44,936.0,56.3,5.0,11.48,3.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
1429,Volkswagen Polo GTI,2014,35059,17.21,1798.0,189.0,4.0,11.48,5.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
1430,Ford Endeavour 3.2 Trend AT 4X4,2018,30552,10.91,3198.0,197.2,7.0,11.48,32.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
1431,Hyundai Verna 1.6 SX CRDI (O) AT,2016,44875,22.32,1582.0,126.32,5.0,11.48,8.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,25095,18.16,1196.0,86.8,5.0,11.48,6.48,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1433,Maruti 800 AC,2007,59000,16.1,796.0,37.0,4.0,11.48,0.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16
1434,Honda City i DTEC V,2014,36000,26.0,1498.0,98.6,5.0,11.48,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1435,Mahindra XUV500 W8 2WD,2012,37000,16.0,2179.0,140.0,7.0,11.48,7.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11
1436,Ford Figo Diesel ZXI,2010,90000,20.0,1399.0,68.0,5.0,11.48,2.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13
1437,Ford EcoSport 1.5 Petrol Titanium,2018,17000,17.0,1497.0,121.36,5.0,11.06,9.2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
1438,Hyundai i20 Asta 1.2,2015,42575,18.6,1197.0,81.83,5.0,11.48,5.05,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,131000,12.99,2494.0,100.0,7.0,11.48,9.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
1440,Renault Duster 85PS Diesel RxL Optional,2013,74000,20.46,1461.0,83.8,5.0,11.48,5.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,47234,12.99,2494.0,100.6,8.0,11.48,9.35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
1442,Honda City 1.5 S MT,2009,231673,17.0,1497.0,118.0,5.0,11.48,2.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14
1443,Maruti Alto K10 VXI,2016,10000,24.07,998.0,67.1,5.0,4.53,3.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
1444,Nissan Micra Active XL Petrol,2016,49389,19.49,1198.0,67.04,5.0,11.48,4.26,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
1445,Maruti Celerio VXI AT,2016,12000,23.1,998.0,67.04,5.0,11.48,4.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7
1446,Mercedes-Benz New C-Class 200 Kompressor,2010,65000,11.7,1796.0,178.0,5.0,11.48,11.75,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13
1447,Ford Fiesta Diesel Style,2013,177000,23.5,1498.0,88.7,5.0,11.48,3.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10
1448,Hyundai Verna 1.6 VTVT S,2015,89000,17.01,1591.0,121.3,5.0,11.48,7.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8
1449,Hyundai i20 1.4 Asta (AT),2009,72000,15.0,1396.0,100.0,5.0,11.48,3.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14
1450,Maruti Swift Dzire VXi,2012,49000,17.5,1298.0,85.8,5.0,11.48,4.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11
1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,51355,14.84,2143.0,170.0,5.0,11.48,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
1452,Hyundai Elite i20 Petrol Asta,2017,13460,18.6,1197.0,81.86,5.0,11.48,8.91,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1453,Hyundai Verna 1.6 VTVT EX AT,2014,35642,17.01,1591.0,121.4,5.0,11.48,6.69,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1454,Chevrolet Cruze LTZ,2014,52895,17.3,1998.0,163.7,5.0,11.48,6.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9
1455,Toyota Corolla Altis 1.8 G,2010,93000,14.28,1798.0,138.03,5.0,19.39,4.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13
1456,Maruti A-Star Vxi,2011,70000,19.0,998.0,66.1,5.0,11.48,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12
1457,Nissan Micra Diesel XV Premium,2012,32048,23.08,1461.0,63.1,5.0,11.48,2.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1458,Tata Nano LX,2013,4700,25.4,624.0,37.48,4.0,11.48,1.2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
1459,Maruti Swift Dzire Tour LDI,2014,71800,23.4,1248.0,74.0,5.0,11.48,2.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1460,Land Rover Range Rover Sport 2005 2012 Sport,2008,69078,0.0,1631.552572706935,113.80314403717087,5.0,11.48,40.88,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15
1461,Audi Q3 2.0 TDI Quattro,2016,45000,17.32,1968.0,184.0,5.0,11.48,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1462,Honda Amaze VX i-DTEC,2016,15388,25.8,1498.0,98.6,5.0,11.48,7.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
1463,Chevrolet Optra 1.6 LS,2004,98798,14.7,1599.0,104.0,5.0,11.48,1.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19
1464,Audi Q5 2.0 TDI Premium Plus,2016,43000,14.16,1968.0,174.3,5.0,11.48,39.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
1465,Maruti Ritz VDi,2012,85112,23.2,1248.0,73.94,5.0,11.48,3.39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
1466,Mahindra Scorpio S6 7 Seater,2018,37804,15.4,2179.0,120.0,7.0,11.48,12.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
1467,Maruti Ciaz ZDi SHVS,2014,45000,28.09,1248.0,88.5,5.0,11.48,6.85,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
1468,Toyota Corolla Altis Aero D 4D J,2011,116000,21.43,1364.0,138.0,5.0,11.48,5.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12
1469,Tata Indica V2 eLS,2015,100073,25.0,1396.0,69.0,5.0,11.48,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8
1470,Maruti 800 Std BSIII,2006,165000,16.1,796.0,37.0,4.0,11.48,0.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17
1471,Volkswagen Polo 1.2 MPI Highline,2015,22000,16.47,1198.0,74.0,5.0,11.48,3.8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1472,Hyundai Elantra 2.0 SX Option AT,2017,9500,14.62,1999.0,149.92,5.0,21.77,16.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
1473,Toyota Fortuner 4x2 4 Speed AT,2012,152000,11.5,2982.0,169.0,7.0,11.48,16.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
1474,Maruti Baleno Zeta 1.2,2019,17705,21.4,1197.0,83.1,5.0,11.48,8.7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1475,Maruti Baleno Zeta 1.2,2016,12000,21.4,1197.0,83.1,5.0,11.48,6.1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
1476,Mini Cooper Countryman D,2013,51000,23.8,1998.0,112.0,5.0,11.48,21.94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
1477,Mercedes-Benz S Class 2005 2013 320 CDI,2009,42000,13.0,2987.0,210.0,5.0,11.48,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14
1478,Maruti Alto K10 LXI,2015,51000,20.92,998.0,67.1,5.0,11.48,2.65,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8
1479,Maruti Swift VXI Optional,2017,42527,20.4,1197.0,81.8,5.0,11.48,5.27,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1480,Chevrolet Sail LT ABS,2014,45000,22.1,1248.0,74.0,5.0,11.48,2.48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,70000,12.8,2494.0,102.0,8.0,11.48,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1482,Toyota Fortuner 3.0 Diesel,2009,92000,11.5,2982.0,171.0,7.0,11.48,8.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14
1483,BMW 3 Series 320d Sport Line,2012,57156,18.88,1995.0,184.0,5.0,11.48,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11
1484,Skoda Octavia Ambition 1.4 TSI MT,2016,53211,16.8,1395.0,138.02,5.0,11.48,11.64,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1485,Toyota Fortuner 3.0 Diesel,2019,80000,11.5,2982.0,171.0,7.0,11.48,8.99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,74000,15.5,1896.0,105.0,5.0,11.48,5.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
1487,Hyundai i20 1.4 CRDi Asta,2011,37000,23.0,1396.0,90.0,5.0,11.48,2.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1488,Tata Manza Club Class Quadrajet90 LX,2013,64000,21.02,1248.0,88.76,5.0,11.48,2.65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10
1489,Volkswagen Vento Petrol Highline,2013,57197,15.04,1598.0,103.6,5.0,11.48,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10
1490,Hyundai Creta 1.6 SX Automatic Diesel,2016,55000,17.6,1582.0,126.2,5.0,18.35,12.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
1491,Maruti Ritz VXI,2014,33000,21.1,1197.0,85.8,5.0,11.48,3.25,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
1492,Honda CR-V 2.0L 2WD MT,2008,70000,13.1,1997.0,141.1,5.0,11.48,4.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15
1493,Mahindra XUV500 W8 2WD,2012,75000,15.1,2179.0,140.0,7.0,11.48,6.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11
1494,Volkswagen Ameo 1.5 TDI Comfortline,2016,58095,21.66,1498.0,108.62,5.0,9.19,5.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
1495,Tata Zest Revotron 1.2 XT,2015,7445,17.57,1193.0,88.7,5.0,8.09,5.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1496,Jaguar XJ 3.0L Portfolio LWB,2016,17652,12.9,2993.0,270.88,5.0,11.48,58.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
1497,Toyota Corolla Altis 1.8 VL CVT,2018,28321,14.28,1798.0,138.03,5.0,23.25,17.49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
1498,Maruti A-Star Vxi,2011,69000,19.0,998.0,66.1,5.0,11.48,1.95,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12
1499,Honda Accord VTi-L (AT),2007,80000,11.1,2354.0,142.0,5.0,11.48,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16
1500,Hyundai i20 Asta (o),2014,42365,17.0,1197.0,80.0,5.0,11.48,5.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1501,Toyota Fortuner 4x2 AT,2013,123000,12.55,2982.0,168.5,7.0,11.48,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,40000,11.74,1796.0,186.0,5.0,11.48,14.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12
1503,Maruti Baleno Alpha 1.3,2016,30112,27.39,1248.0,74.0,5.0,11.48,7.79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
1504,Maruti Ertiga VDI,2017,43775,20.77,1248.0,88.76,7.0,11.48,8.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1505,Land Rover Range Rover Sport SE,2019,26013,12.65,2993.0,255.0,5.0,1.39,97.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,56000,12.9,1598.0,102.5,5.0,11.48,2.15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11
1507,Honda Civic 2006-2010 1.8 V AT,2008,95000,12.9,1799.0,130.0,5.0,11.48,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15
1508,BMW X3 xDrive20d,2014,41089,16.09,1995.0,184.0,5.0,11.48,28.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
1509,Skoda Laura Ambition 2.0 TDI CR AT,2011,41988,20.0,1968.0,138.1,5.0,11.48,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1510,Maruti Swift Dzire VDI,2013,72486,23.4,1248.0,74.0,5.0,11.48,3.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1511,Volvo V40 Cross Country D3,2013,92000,23.3,1984.0,150.0,5.0,11.48,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
1512,Maruti Swift Dzire ZXi,2013,40000,17.5,1298.0,85.8,5.0,11.48,4.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1513,Land Rover Range Rover 2.2L Pure,2014,56000,12.7,2179.0,187.7,5.0,11.48,34.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
1514,Honda Accord 2.4 AT,2008,125000,11.7,2354.0,177.6,5.0,11.48,2.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,12.99,2494.0,100.6,8.0,11.48,13.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
1516,Toyota Fortuner 4x4 MT,2018,39927,12.55,2982.0,168.5,7.0,11.48,32.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1517,Honda Jazz 1.2 E i VTEC,2018,38593,18.7,1199.0,88.7,5.0,11.48,6.17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
1518,Honda City 1.5 V MT,2015,32000,17.0,1497.0,118.0,5.0,11.48,5.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
1519,Maruti Dzire AMT ZDI Plus,2017,28226,28.4,1248.0,73.75,5.0,11.52,9.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1520,Nissan Sunny 2011-2014 Diesel XL,2014,95000,21.64,1461.0,84.8,5.0,11.48,4.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,194000,12.99,2494.0,100.6,8.0,11.48,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
1522,Honda Brio S MT,2016,14821,19.4,1198.0,86.8,5.0,11.48,5.37,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1523,Volkswagen Vento Petrol Trendline,2012,52000,15.04,1598.0,103.6,5.0,11.48,5.45,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11
1524,Mahindra XUV500 W4,2016,33000,16.0,2179.0,140.0,7.0,11.48,9.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
1525,Ford EcoSport 1.5 Diesel Titanium Plus,2016,29200,23.0,1498.0,98.96,5.0,13.23,7.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
1526,Skoda Yeti Ambition 4X2,2012,99754,17.72,1968.0,108.49,5.0,11.48,7.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11
1527,Hyundai i10 Sportz,2012,49000,20.36,1197.0,78.9,5.0,11.48,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,299322,12.8,2494.0,102.0,8.0,11.48,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18
1529,Tata Zest Quadrajet 1.3 XT,2018,38310,20.65,1248.0,88.7,5.0,10.06,6.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1530,Maruti Swift VDI,2014,56000,22.9,1248.0,74.0,5.0,11.48,4.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9
1531,Skoda Rapid 1.5 TDI AT Style,2017,31300,21.72,1498.0,108.4,5.0,15.34,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
1532,Toyota Innova Crysta 2.4 VX MT 8S,2019,11241,13.68,2393.0,147.8,8.0,24.01,22.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1533,Hyundai Verna 1.6 SX VTVT,2014,48000,17.01,1591.0,121.3,5.0,11.48,5.2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9
1534,Honda City i VTEC VX Option,2019,23882,17.4,1497.0,117.3,5.0,11.48,11.87,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1535,Honda City i DTEC SV,2014,65000,26.0,1498.0,98.6,5.0,11.48,6.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
1536,Volkswagen Vento Diesel Highline,2011,50000,20.54,1598.0,103.6,5.0,11.48,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12
1537,Audi Q5 2008-2012 3.0 TDI,2014,25000,12.19,2967.0,236.0,5.0,11.48,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
1538,Maruti Alto 800 LXI,2015,21000,22.74,796.0,47.3,5.0,11.48,2.79,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8
1539,Tata Manza ELAN Quadrajet BS IV,2012,148000,21.12,1248.0,88.8,5.0,11.48,2.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,68000,15.29,1591.0,121.3,5.0,11.48,9.85,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
